Id,ActivityHour,Calories,Date,Hour
1503960366,2016-04-13 20:00:00,47,2016-04-13,20
1503960366,2016-04-13 21:00:00,48,2016-04-13,21
1503960366,2016-04-13 22:00:00,74,2016-04-13,22
1503960366,2016-04-13 23:00:00,135,2016-04-13,23
1503960366,2016-04-14 00:00:00,56,2016-04-14,0
1503960366,2016-04-14 01:00:00,54,2016-04-14,1
1503960366,2016-04-14 02:00:00,47,2016-04-14,2
1503960366,2016-04-14 03:00:00,47,2016-04-14,3
1503960366,2016-04-14 04:00:00,47,2016-04-14,4
1503960366,2016-04-14 05:00:00,47,2016-04-14,5
1503960366,2016-04-14 06:00:00,47,2016-04-14,6
1503960366,2016-04-14 07:00:00,47,2016-04-14,7
1503960366,2016-04-14 08:00:00,47,2016-04-14,8
1503960366,2016-04-14 09:00:00,93,2016-04-14,9
1503960366,2016-04-14 10:00:00,109,2016-04-14,10
1503960366,2016-04-14 11:00:00,64,2016-04-14,11
1503960366,2016-04-14 12:00:00,85,2016-04-14,12
1503960366,2016-04-14 13:00:00,137,2016-04-14,13
1503960366,2016-04-14 14:00:00,113,2016-04-14,14
1503960366,2016-04-14 15:00:00,66,2016-04-14,15
1503960366,2016-04-14 16:00:00,88,2016-04-14,16
1503960366,2016-04-14 17:00:00,61,2016-04-14,17
1503960366,2016-04-14 18:00:00,72,2016-04-14,18
1503960366,2016-04-14 19:00:00,55,2016-04-14,19
1503960366,2016-04-14 20:00:00,91,2016-04-14,20
1503960366,2016-04-14 21:00:00,174,2016-04-14,21
1503960366,2016-04-14 22:00:00,79,2016-04-14,22
1503960366,2016-04-14 23:00:00,50,2016-04-14,23
1503960366,2016-04-15 00:00:00,60,2016-04-15,0
1503960366,2016-04-15 01:00:00,58,2016-04-15,1
1503960366,2016-04-15 02:00:00,59,2016-04-15,2
1503960366,2016-04-15 03:00:00,47,2016-04-15,3
1503960366,2016-04-15 04:00:00,47,2016-04-15,4
1503960366,2016-04-15 05:00:00,49,2016-04-15,5
1503960366,2016-04-15 06:00:00,47,2016-04-15,6
1503960366,2016-04-15 07:00:00,49,2016-04-15,7
1503960366,2016-04-15 08:00:00,54,2016-04-15,8
1503960366,2016-04-15 09:00:00,50,2016-04-15,9
1503960366,2016-04-15 10:00:00,63,2016-04-15,10
1503960366,2016-04-15 11:00:00,84,2016-04-15,11
1503960366,2016-04-15 12:00:00,74,2016-04-15,12
1503960366,2016-04-15 13:00:00,67,2016-04-15,13
1503960366,2016-04-15 14:00:00,47,2016-04-15,14
1503960366,2016-04-15 15:00:00,47,2016-04-15,15
1503960366,2016-04-15 16:00:00,47,2016-04-15,16
1503960366,2016-04-15 17:00:00,140,2016-04-15,17
1503960366,2016-04-15 18:00:00,87,2016-04-15,18
1503960366,2016-04-15 19:00:00,97,2016-04-15,19
1503960366,2016-04-15 20:00:00,64,2016-04-15,20
1503960366,2016-04-15 21:00:00,75,2016-04-15,21
1503960366,2016-04-15 22:00:00,151,2016-04-15,22
1503960366,2016-04-15 23:00:00,182,2016-04-15,23
1503960366,2016-04-16 00:00:00,77,2016-04-16,0
1503960366,2016-04-16 01:00:00,48,2016-04-16,1
1503960366,2016-04-16 02:00:00,52,2016-04-16,2
1503960366,2016-04-16 03:00:00,48,2016-04-16,3
1503960366,2016-04-16 04:00:00,49,2016-04-16,4
1503960366,2016-04-16 05:00:00,49,2016-04-16,5
1503960366,2016-04-16 06:00:00,48,2016-04-16,6
1503960366,2016-04-16 07:00:00,54,2016-04-16,7
1503960366,2016-04-16 08:00:00,62,2016-04-16,8
1503960366,2016-04-16 09:00:00,124,2016-04-16,9
1503960366,2016-04-16 10:00:00,110,2016-04-16,10
1503960366,2016-04-16 11:00:00,147,2016-04-16,11
1503960366,2016-04-16 12:00:00,119,2016-04-16,12
1503960366,2016-04-16 13:00:00,214,2016-04-16,13
1503960366,2016-04-16 14:00:00,82,2016-04-16,14
1503960366,2016-04-16 15:00:00,51,2016-04-16,15
1503960366,2016-04-16 16:00:00,54,2016-04-16,16
1503960366,2016-04-16 17:00:00,79,2016-04-16,17
1503960366,2016-04-16 18:00:00,65,2016-04-16,18
1503960366,2016-04-16 19:00:00,67,2016-04-16,19
1503960366,2016-04-16 20:00:00,81,2016-04-16,20
1503960366,2016-04-16 21:00:00,75,2016-04-16,21
1503960366,2016-04-16 22:00:00,55,2016-04-16,22
1503960366,2016-04-16 23:00:00,56,2016-04-16,23
1503960366,2016-04-17 00:00:00,47,2016-04-17,0
1503960366,2016-04-17 01:00:00,48,2016-04-17,1
1503960366,2016-04-17 02:00:00,47,2016-04-17,2
1503960366,2016-04-17 03:00:00,49,2016-04-17,3
1503960366,2016-04-17 04:00:00,48,2016-04-17,4
1503960366,2016-04-17 05:00:00,48,2016-04-17,5
1503960366,2016-04-17 06:00:00,48,2016-04-17,6
1503960366,2016-04-17 07:00:00,48,2016-04-17,7
1503960366,2016-04-17 08:00:00,48,2016-04-17,8
1503960366,2016-04-17 09:00:00,48,2016-04-17,9
1503960366,2016-04-17 10:00:00,47,2016-04-17,10
1503960366,2016-04-17 11:00:00,63,2016-04-17,11
1503960366,2016-04-17 12:00:00,76,2016-04-17,12
1503960366,2016-04-17 13:00:00,83,2016-04-17,13
1503960366,2016-04-17 14:00:00,69,2016-04-17,14
1503960366,2016-04-17 15:00:00,73,2016-04-17,15
1503960366,2016-04-17 16:00:00,57,2016-04-17,16
1503960366,2016-04-17 17:00:00,174,2016-04-17,17
1503960366,2016-04-17 18:00:00,136,2016-04-17,18
1503960366,2016-04-17 19:00:00,95,2016-04-17,19
1503960366,2016-04-17 20:00:00,191,2016-04-17,20
1503960366,2016-04-17 21:00:00,79,2016-04-17,21
1503960366,2016-04-17 22:00:00,58,2016-04-17,22
1503960366,2016-04-17 23:00:00,50,2016-04-17,23
1503960366,2016-04-18 00:00:00,82,2016-04-18,0
1503960366,2016-04-18 01:00:00,48,2016-04-18,1
1503960366,2016-04-18 02:00:00,47,2016-04-18,2
1503960366,2016-04-18 03:00:00,47,2016-04-18,3
1503960366,2016-04-18 04:00:00,47,2016-04-18,4
1503960366,2016-04-18 05:00:00,47,2016-04-18,5
1503960366,2016-04-18 06:00:00,47,2016-04-18,6
1503960366,2016-04-18 07:00:00,47,2016-04-18,7
1503960366,2016-04-18 08:00:00,47,2016-04-18,8
1503960366,2016-04-18 09:00:00,133,2016-04-18,9
1503960366,2016-04-18 10:00:00,81,2016-04-18,10
1503960366,2016-04-18 11:00:00,73,2016-04-18,11
1503960366,2016-04-18 12:00:00,118,2016-04-18,12
1503960366,2016-04-18 13:00:00,70,2016-04-18,13
1503960366,2016-04-18 14:00:00,64,2016-04-18,14
1503960366,2016-04-18 15:00:00,80,2016-04-18,15
1503960366,2016-04-18 16:00:00,78,2016-04-18,16
1503960366,2016-04-18 17:00:00,79,2016-04-18,17
1503960366,2016-04-18 18:00:00,234,2016-04-18,18
1503960366,2016-04-18 19:00:00,157,2016-04-18,19
1503960366,2016-04-18 20:00:00,57,2016-04-18,20
1503960366,2016-04-18 21:00:00,68,2016-04-18,21
1503960366,2016-04-18 22:00:00,86,2016-04-18,22
1503960366,2016-04-18 23:00:00,83,2016-04-18,23
1503960366,2016-04-19 00:00:00,47,2016-04-19,0
1503960366,2016-04-19 01:00:00,49,2016-04-19,1
1503960366,2016-04-19 02:00:00,47,2016-04-19,2
1503960366,2016-04-19 03:00:00,50,2016-04-19,3
1503960366,2016-04-19 04:00:00,47,2016-04-19,4
1503960366,2016-04-19 05:00:00,47,2016-04-19,5
1503960366,2016-04-19 06:00:00,49,2016-04-19,6
1503960366,2016-04-19 07:00:00,75,2016-04-19,7
1503960366,2016-04-19 08:00:00,130,2016-04-19,8
1503960366,2016-04-19 09:00:00,79,2016-04-19,9
1503960366,2016-04-19 10:00:00,75,2016-04-19,10
1503960366,2016-04-19 11:00:00,72,2016-04-19,11
1503960366,2016-04-19 12:00:00,143,2016-04-19,12
1503960366,2016-04-19 13:00:00,171,2016-04-19,13
1503960366,2016-04-19 14:00:00,76,2016-04-19,14
1503960366,2016-04-19 15:00:00,72,2016-04-19,15
1503960366,2016-04-19 16:00:00,71,2016-04-19,16
1503960366,2016-04-19 17:00:00,90,2016-04-19,17
1503960366,2016-04-19 18:00:00,120,2016-04-19,18
1503960366,2016-04-19 19:00:00,93,2016-04-19,19
1503960366,2016-04-19 20:00:00,159,2016-04-19,20
1503960366,2016-04-19 21:00:00,94,2016-04-19,21
1503960366,2016-04-19 22:00:00,58,2016-04-19,22
1503960366,2016-04-19 23:00:00,120,2016-04-19,23
1503960366,2016-04-20 00:00:00,54,2016-04-20,0
1503960366,2016-04-20 01:00:00,53,2016-04-20,1
1503960366,2016-04-20 02:00:00,47,2016-04-20,2
1503960366,2016-04-20 03:00:00,48,2016-04-20,3
1503960366,2016-04-20 04:00:00,48,2016-04-20,4
1503960366,2016-04-20 05:00:00,47,2016-04-20,5
1503960366,2016-04-20 06:00:00,48,2016-04-20,6
1503960366,2016-04-20 07:00:00,51,2016-04-20,7
1503960366,2016-04-20 08:00:00,70,2016-04-20,8
1503960366,2016-04-20 09:00:00,144,2016-04-20,9
1503960366,2016-04-20 10:00:00,79,2016-04-20,10
1503960366,2016-04-20 11:00:00,58,2016-04-20,11
1503960366,2016-04-20 12:00:00,64,2016-04-20,12
1503960366,2016-04-20 13:00:00,61,2016-04-20,13
1503960366,2016-04-20 14:00:00,113,2016-04-20,14
1503960366,2016-04-20 15:00:00,97,2016-04-20,15
1503960366,2016-04-20 16:00:00,70,2016-04-20,16
1503960366,2016-04-20 17:00:00,57,2016-04-20,17
1503960366,2016-04-20 18:00:00,114,2016-04-20,18
1503960366,2016-04-20 19:00:00,117,2016-04-20,19
1503960366,2016-04-20 20:00:00,80,2016-04-20,20
1503960366,2016-04-20 21:00:00,83,2016-04-20,21
1503960366,2016-04-20 22:00:00,62,2016-04-20,22
1503960366,2016-04-20 23:00:00,120,2016-04-20,23
1503960366,2016-04-21 00:00:00,54,2016-04-21,0
1503960366,2016-04-21 01:00:00,61,2016-04-21,1
1503960366,2016-04-21 02:00:00,55,2016-04-21,2
1503960366,2016-04-21 03:00:00,48,2016-04-21,3
1503960366,2016-04-21 04:00:00,47,2016-04-21,4
1503960366,2016-04-21 05:00:00,47,2016-04-21,5
1503960366,2016-04-21 06:00:00,48,2016-04-21,6
1503960366,2016-04-21 07:00:00,52,2016-04-21,7
1503960366,2016-04-21 08:00:00,71,2016-04-21,8
1503960366,2016-04-21 09:00:00,133,2016-04-21,9
1503960366,2016-04-21 10:00:00,77,2016-04-21,10
1503960366,2016-04-21 11:00:00,55,2016-04-21,11
1503960366,2016-04-21 12:00:00,73,2016-04-21,12
1503960366,2016-04-21 13:00:00,113,2016-04-21,13
1503960366,2016-04-21 14:00:00,58,2016-04-21,14
1503960366,2016-04-21 15:00:00,68,2016-04-21,15
1503960366,2016-04-21 16:00:00,60,2016-04-21,16
1503960366,2016-04-21 17:00:00,60,2016-04-21,17
1503960366,2016-04-21 18:00:00,69,2016-04-21,18
1503960366,2016-04-21 19:00:00,64,2016-04-21,19
1503960366,2016-04-21 20:00:00,213,2016-04-21,20
1503960366,2016-04-21 21:00:00,104,2016-04-21,21
1503960366,2016-04-21 22:00:00,63,2016-04-21,22
1503960366,2016-04-21 23:00:00,84,2016-04-21,23
1503960366,2016-04-22 00:00:00,47,2016-04-22,0
1503960366,2016-04-22 01:00:00,47,2016-04-22,1
1503960366,2016-04-22 02:00:00,47,2016-04-22,2
1503960366,2016-04-22 03:00:00,47,2016-04-22,3
1503960366,2016-04-22 04:00:00,47,2016-04-22,4
1503960366,2016-04-22 05:00:00,47,2016-04-22,5
1503960366,2016-04-22 06:00:00,47,2016-04-22,6
1503960366,2016-04-22 07:00:00,47,2016-04-22,7
1503960366,2016-04-22 08:00:00,47,2016-04-22,8
1503960366,2016-04-22 09:00:00,65,2016-04-22,9
1503960366,2016-04-22 10:00:00,54,2016-04-22,10
1503960366,2016-04-22 11:00:00,102,2016-04-22,11
1503960366,2016-04-22 12:00:00,57,2016-04-22,12
1503960366,2016-04-22 13:00:00,60,2016-04-22,13
1503960366,2016-04-22 14:00:00,54,2016-04-22,14
1503960366,2016-04-22 15:00:00,66,2016-04-22,15
1503960366,2016-04-22 16:00:00,58,2016-04-22,16
1503960366,2016-04-22 17:00:00,104,2016-04-22,17
1503960366,2016-04-22 18:00:00,87,2016-04-22,18
1503960366,2016-04-22 19:00:00,82,2016-04-22,19
1503960366,2016-04-22 20:00:00,71,2016-04-22,20
1503960366,2016-04-22 21:00:00,311,2016-04-22,21
1503960366,2016-04-22 22:00:00,95,2016-04-22,22
1503960366,2016-04-22 23:00:00,136,2016-04-22,23
1503960366,2016-04-23 00:00:00,63,2016-04-23,0
1503960366,2016-04-23 01:00:00,47,2016-04-23,1
1503960366,2016-04-23 02:00:00,49,2016-04-23,2
1503960366,2016-04-23 03:00:00,47,2016-04-23,3
1503960366,2016-04-23 04:00:00,47,2016-04-23,4
1503960366,2016-04-23 05:00:00,48,2016-04-23,5
1503960366,2016-04-23 06:00:00,50,2016-04-23,6
1503960366,2016-04-23 07:00:00,48,2016-04-23,7
1503960366,2016-04-23 08:00:00,59,2016-04-23,8
1503960366,2016-04-23 09:00:00,75,2016-04-23,9
1503960366,2016-04-23 10:00:00,56,2016-04-23,10
1503960366,2016-04-23 11:00:00,84,2016-04-23,11
1503960366,2016-04-23 12:00:00,129,2016-04-23,12
1503960366,2016-04-23 13:00:00,129,2016-04-23,13
1503960366,2016-04-23 14:00:00,78,2016-04-23,14
1503960366,2016-04-23 15:00:00,73,2016-04-23,15
1503960366,2016-04-23 16:00:00,140,2016-04-23,16
1503960366,2016-04-23 17:00:00,121,2016-04-23,17
1503960366,2016-04-23 18:00:00,173,2016-04-23,18
1503960366,2016-04-23 19:00:00,51,2016-04-23,19
1503960366,2016-04-23 20:00:00,63,2016-04-23,20
1503960366,2016-04-23 21:00:00,162,2016-04-23,21
1503960366,2016-04-23 22:00:00,96,2016-04-23,22
1503960366,2016-04-23 23:00:00,60,2016-04-23,23
1503960366,2016-04-24 00:00:00,66,2016-04-24,0
1503960366,2016-04-24 01:00:00,54,2016-04-24,1
1503960366,2016-04-24 02:00:00,48,2016-04-24,2
1503960366,2016-04-24 03:00:00,48,2016-04-24,3
1503960366,2016-04-24 04:00:00,49,2016-04-24,4
1503960366,2016-04-24 05:00:00,48,2016-04-24,5
1503960366,2016-04-24 06:00:00,49,2016-04-24,6
1503960366,2016-04-24 07:00:00,47,2016-04-24,7
1503960366,2016-04-24 08:00:00,49,2016-04-24,8
1503960366,2016-04-24 09:00:00,59,2016-04-24,9
1503960366,2016-04-24 10:00:00,90,2016-04-24,10
1503960366,2016-04-24 11:00:00,67,2016-04-24,11
1503960366,2016-04-24 12:00:00,82,2016-04-24,12
1503960366,2016-04-24 13:00:00,74,2016-04-24,13
1503960366,2016-04-24 14:00:00,52,2016-04-24,14
1503960366,2016-04-24 15:00:00,52,2016-04-24,15
1503960366,2016-04-24 16:00:00,102,2016-04-24,16
1503960366,2016-04-24 17:00:00,86,2016-04-24,17
1503960366,2016-04-24 18:00:00,115,2016-04-24,18
1503960366,2016-04-24 19:00:00,270,2016-04-24,19
1503960366,2016-04-24 20:00:00,76,2016-04-24,20
1503960366,2016-04-24 21:00:00,74,2016-04-24,21
1503960366,2016-04-24 22:00:00,61,2016-04-24,22
1503960366,2016-04-24 23:00:00,72,2016-04-24,23
1503960366,2016-04-25 00:00:00,62,2016-04-25,0
1503960366,2016-04-25 01:00:00,53,2016-04-25,1
1503960366,2016-04-25 02:00:00,57,2016-04-25,2
1503960366,2016-04-25 03:00:00,47,2016-04-25,3
1503960366,2016-04-25 04:00:00,50,2016-04-25,4
1503960366,2016-04-25 05:00:00,49,2016-04-25,5
1503960366,2016-04-25 06:00:00,47,2016-04-25,6
1503960366,2016-04-25 07:00:00,52,2016-04-25,7
1503960366,2016-04-25 08:00:00,83,2016-04-25,8
1503960366,2016-04-25 09:00:00,146,2016-04-25,9
1503960366,2016-04-25 10:00:00,73,2016-04-25,10
1503960366,2016-04-25 11:00:00,121,2016-04-25,11
1503960366,2016-04-25 12:00:00,92,2016-04-25,12
1503960366,2016-04-25 13:00:00,75,2016-04-25,13
1503960366,2016-04-25 14:00:00,62,2016-04-25,14
1503960366,2016-04-25 15:00:00,76,2016-04-25,15
1503960366,2016-04-25 16:00:00,71,2016-04-25,16
1503960366,2016-04-25 17:00:00,67,2016-04-25,17
1503960366,2016-04-25 18:00:00,61,2016-04-25,18
1503960366,2016-04-25 19:00:00,182,2016-04-25,19
1503960366,2016-04-25 20:00:00,95,2016-04-25,20
1503960366,2016-04-25 21:00:00,267,2016-04-25,21
1503960366,2016-04-25 22:00:00,68,2016-04-25,22
1503960366,2016-04-25 23:00:00,54,2016-04-25,23
1503960366,2016-04-26 00:00:00,56,2016-04-26,0
1503960366,2016-04-26 01:00:00,66,2016-04-26,1
1503960366,2016-04-26 02:00:00,51,2016-04-26,2
1503960366,2016-04-26 03:00:00,64,2016-04-26,3
1503960366,2016-04-26 04:00:00,48,2016-04-26,4
1503960366,2016-04-26 05:00:00,49,2016-04-26,5
1503960366,2016-04-26 06:00:00,48,2016-04-26,6
1503960366,2016-04-26 07:00:00,52,2016-04-26,7
1503960366,2016-04-26 08:00:00,67,2016-04-26,8
1503960366,2016-04-26 09:00:00,139,2016-04-26,9
1503960366,2016-04-26 10:00:00,92,2016-04-26,10
1503960366,2016-04-26 11:00:00,78,2016-04-26,11
1503960366,2016-04-26 12:00:00,74,2016-04-26,12
1503960366,2016-04-26 13:00:00,126,2016-04-26,13
1503960366,2016-04-26 14:00:00,142,2016-04-26,14
1503960366,2016-04-26 15:00:00,74,2016-04-26,15
1503960366,2016-04-26 16:00:00,93,2016-04-26,16
1503960366,2016-04-26 17:00:00,60,2016-04-26,17
1503960366,2016-04-26 18:00:00,169,2016-04-26,18
1503960366,2016-04-26 19:00:00,73,2016-04-26,19
1503960366,2016-04-26 20:00:00,127,2016-04-26,20
1503960366,2016-04-26 21:00:00,79,2016-04-26,21
1503960366,2016-04-26 22:00:00,66,2016-04-26,22
1503960366,2016-04-26 23:00:00,80,2016-04-26,23
1503960366,2016-04-27 00:00:00,68,2016-04-27,0
1503960366,2016-04-27 01:00:00,59,2016-04-27,1
1503960366,2016-04-27 02:00:00,53,2016-04-27,2
1503960366,2016-04-27 03:00:00,47,2016-04-27,3
1503960366,2016-04-27 04:00:00,47,2016-04-27,4
1503960366,2016-04-27 05:00:00,47,2016-04-27,5
1503960366,2016-04-27 06:00:00,47,2016-04-27,6
1503960366,2016-04-27 07:00:00,47,2016-04-27,7
1503960366,2016-04-27 08:00:00,47,2016-04-27,8
1503960366,2016-04-27 09:00:00,149,2016-04-27,9
1503960366,2016-04-27 10:00:00,93,2016-04-27,10
1503960366,2016-04-27 11:00:00,100,2016-04-27,11
1503960366,2016-04-27 12:00:00,89,2016-04-27,12
1503960366,2016-04-27 13:00:00,76,2016-04-27,13
1503960366,2016-04-27 14:00:00,150,2016-04-27,14
1503960366,2016-04-27 15:00:00,63,2016-04-27,15
1503960366,2016-04-27 16:00:00,64,2016-04-27,16
1503960366,2016-04-27 17:00:00,73,2016-04-27,17
1503960366,2016-04-27 18:00:00,178,2016-04-27,18
1503960366,2016-04-27 19:00:00,318,2016-04-27,19
1503960366,2016-04-27 20:00:00,174,2016-04-27,20
1503960366,2016-04-27 21:00:00,76,2016-04-27,21
1503960366,2016-04-27 22:00:00,47,2016-04-27,22
1503960366,2016-04-27 23:00:00,47,2016-04-27,23
1503960366,2016-04-28 00:00:00,47,2016-04-28,0
1503960366,2016-04-28 01:00:00,62,2016-04-28,1
1503960366,2016-04-28 02:00:00,48,2016-04-28,2
1503960366,2016-04-28 03:00:00,47,2016-04-28,3
1503960366,2016-04-28 04:00:00,48,2016-04-28,4
1503960366,2016-04-28 05:00:00,47,2016-04-28,5
1503960366,2016-04-28 06:00:00,48,2016-04-28,6
1503960366,2016-04-28 07:00:00,49,2016-04-28,7
1503960366,2016-04-28 08:00:00,63,2016-04-28,8
1503960366,2016-04-28 09:00:00,116,2016-04-28,9
1503960366,2016-04-28 10:00:00,105,2016-04-28,10
1503960366,2016-04-28 11:00:00,73,2016-04-28,11
1503960366,2016-04-28 12:00:00,78,2016-04-28,12
1503960366,2016-04-28 13:00:00,108,2016-04-28,13
1503960366,2016-04-28 14:00:00,124,2016-04-28,14
1503960366,2016-04-28 15:00:00,61,2016-04-28,15
1503960366,2016-04-28 16:00:00,81,2016-04-28,16
1503960366,2016-04-28 17:00:00,72,2016-04-28,17
1503960366,2016-04-28 18:00:00,138,2016-04-28,18
1503960366,2016-04-28 19:00:00,56,2016-04-28,19
1503960366,2016-04-28 20:00:00,151,2016-04-28,20
1503960366,2016-04-28 21:00:00,103,2016-04-28,21
1503960366,2016-04-28 22:00:00,55,2016-04-28,22
1503960366,2016-04-28 23:00:00,121,2016-04-28,23
1503960366,2016-04-29 00:00:00,65,2016-04-29,0
1503960366,2016-04-29 01:00:00,49,2016-04-29,1
1503960366,2016-04-29 02:00:00,54,2016-04-29,2
1503960366,2016-04-29 03:00:00,47,2016-04-29,3
1503960366,2016-04-29 04:00:00,47,2016-04-29,4
1503960366,2016-04-29 05:00:00,48,2016-04-29,5
1503960366,2016-04-29 06:00:00,47,2016-04-29,6
1503960366,2016-04-29 07:00:00,52,2016-04-29,7
1503960366,2016-04-29 08:00:00,67,2016-04-29,8
1503960366,2016-04-29 09:00:00,142,2016-04-29,9
1503960366,2016-04-29 10:00:00,60,2016-04-29,10
1503960366,2016-04-29 11:00:00,60,2016-04-29,11
1503960366,2016-04-29 12:00:00,65,2016-04-29,12
1503960366,2016-04-29 13:00:00,62,2016-04-29,13
1503960366,2016-04-29 14:00:00,136,2016-04-29,14
1503960366,2016-04-29 15:00:00,110,2016-04-29,15
1503960366,2016-04-29 16:00:00,73,2016-04-29,16
1503960366,2016-04-29 17:00:00,75,2016-04-29,17
1503960366,2016-04-29 18:00:00,60,2016-04-29,18
1503960366,2016-04-29 19:00:00,71,2016-04-29,19
1503960366,2016-04-29 20:00:00,80,2016-04-29,20
1503960366,2016-04-29 21:00:00,118,2016-04-29,21
1503960366,2016-04-29 22:00:00,111,2016-04-29,22
1503960366,2016-04-29 23:00:00,140,2016-04-29,23
1503960366,2016-04-30 00:00:00,51,2016-04-30,0
1503960366,2016-04-30 01:00:00,57,2016-04-30,1
1503960366,2016-04-30 02:00:00,47,2016-04-30,2
1503960366,2016-04-30 03:00:00,49,2016-04-30,3
1503960366,2016-04-30 04:00:00,47,2016-04-30,4
1503960366,2016-04-30 05:00:00,48,2016-04-30,5
1503960366,2016-04-30 06:00:00,48,2016-04-30,6
1503960366,2016-04-30 07:00:00,48,2016-04-30,7
1503960366,2016-04-30 08:00:00,52,2016-04-30,8
1503960366,2016-04-30 09:00:00,64,2016-04-30,9
1503960366,2016-04-30 10:00:00,72,2016-04-30,10
1503960366,2016-04-30 11:00:00,62,2016-04-30,11
1503960366,2016-04-30 12:00:00,58,2016-04-30,12
1503960366,2016-04-30 13:00:00,65,2016-04-30,13
1503960366,2016-04-30 14:00:00,85,2016-04-30,14
1503960366,2016-04-30 15:00:00,94,2016-04-30,15
1503960366,2016-04-30 16:00:00,203,2016-04-30,16
1503960366,2016-04-30 17:00:00,160,2016-04-30,17
1503960366,2016-04-30 18:00:00,159,2016-04-30,18
1503960366,2016-04-30 19:00:00,60,2016-04-30,19
1503960366,2016-04-30 20:00:00,62,2016-04-30,20
1503960366,2016-04-30 21:00:00,96,2016-04-30,21
1503960366,2016-04-30 22:00:00,144,2016-04-30,22
1503960366,2016-04-30 23:00:00,116,2016-04-30,23
1503960366,2016-05-01 00:00:00,64,2016-05-01,0
1503960366,2016-05-01 01:00:00,60,2016-05-01,1
1503960366,2016-05-01 02:00:00,50,2016-05-01,2
1503960366,2016-05-01 03:00:00,48,2016-05-01,3
1503960366,2016-05-01 04:00:00,47,2016-05-01,4
1503960366,2016-05-01 05:00:00,48,2016-05-01,5
1503960366,2016-05-01 06:00:00,47,2016-05-01,6
1503960366,2016-05-01 07:00:00,52,2016-05-01,7
1503960366,2016-05-01 08:00:00,56,2016-05-01,8
1503960366,2016-05-01 09:00:00,67,2016-05-01,9
1503960366,2016-05-01 10:00:00,61,2016-05-01,10
1503960366,2016-05-01 11:00:00,65,2016-05-01,11
1503960366,2016-05-01 12:00:00,66,2016-05-01,12
1503960366,2016-05-01 13:00:00,57,2016-05-01,13
1503960366,2016-05-01 14:00:00,91,2016-05-01,14
1503960366,2016-05-01 15:00:00,81,2016-05-01,15
1503960366,2016-05-01 16:00:00,97,2016-05-01,16
1503960366,2016-05-01 17:00:00,108,2016-05-01,17
1503960366,2016-05-01 18:00:00,159,2016-05-01,18
1503960366,2016-05-01 19:00:00,71,2016-05-01,19
1503960366,2016-05-01 20:00:00,59,2016-05-01,20
1503960366,2016-05-01 21:00:00,86,2016-05-01,21
1503960366,2016-05-01 22:00:00,127,2016-05-01,22
1503960366,2016-05-01 23:00:00,161,2016-05-01,23
1503960366,2016-05-02 00:00:00,50,2016-05-02,0
